Removed Pin From Net: NetName=3V3 Pin=C9-2
Removed Pin From Net: NetName=3V3 Pin=C11-2
Removed Pin From Net: NetName=3V3 Pin=C36-2
Removed Pin From Net: NetName=3V3 Pin=C37-2
Removed Pin From Net: NetName=3V3 Pin=C38-2
Removed Pin From Net: NetName=3V3 Pin=C40-1
Removed Pin From Net: NetName=NetD3_1 Pin=D5-1
Removed Pin From Net: NetName=12V_INH Pin=D5-2
Removed Pin From Net: NetName=GND Pin=D10_MOSFET_BANK1-4
Removed Pin From Net: NetName=GND Pin=D10_MOSFET_BANK2-4
Removed Pin From Net: NetName=GND Pin=D10_MOSFET_BANK3-4
Removed Pin From Net: NetName=GND Pin=D11_MOSFET_BANK1-4
Removed Pin From Net: NetName=GND Pin=D11_MOSFET_BANK2-4
Removed Pin From Net: NetName=GND Pin=D11_MOSFET_BANK3-4
Removed Pin From Net: NetName=GND Pin=D12_MOSFET_BANK1-4
Removed Pin From Net: NetName=GND Pin=D12_MOSFET_BANK2-4
Removed Pin From Net: NetName=GND Pin=D12_MOSFET_BANK3-4
Removed Pin From Net: NetName=GND Pin=D13_MOSFET_BANK1-4
Removed Pin From Net: NetName=GND Pin=D13_MOSFET_BANK2-4
Removed Pin From Net: NetName=GND Pin=D13_MOSFET_BANK3-4
Removed Pin From Net: NetName=NetD3_1 Pin=R6-1
Removed Pin From Net: NetName=NetQ5_5 Pin=R6-2
Removed Pin From Net: NetName=CAN1_RX Pin=R27-1
Removed Pin From Net: NetName=CAN1_TX Pin=R37-1
Removed Pin From Net: NetName=BUZZ Pin=R40-1
Removed Pin From Net: NetName=3V3 Pin=U1-20
Removed Pin From Net: NetName=3V3 Pin=U1-48
Removed Pin From Net: NetName=3V3 Pin=U1-73
Removed Pin From Net: NetName=NetD8_2 Pin=U5-1
Removed Pin From Net: NetName=NetD8_2 Pin=U5-2
Removed Pin From Net: NetName=3V3 Pin=U5-4
Removed Pin From Net: NetName=NetD8_3 Pin=U5-6
Removed Pin From Net: NetName=NetD8_3 Pin=U5-7
Removed Pin From Net: NetName=GND Pin=U5-11
Removed Member From Class: ClassName=PWR_MGMT Member=D5
Removed Member From Class: ClassName=STM32H730_PINOUT Member=U5
Change Component Comment : Designator=R6 Old Comment=ERJ-3EKF1001V New Comment=ERJ3EKF2701V
Change Managed Component Library Link : Designator=R6 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=15E99ED1-FE4D-4509-A4CB-202B754A1072 New ItemGUID=103AB79C-D75B-44A6-BB95-FC951944A283 Old RevisionGUID=B5BF06F6-159E-4AE9-958F-413F2CF8C3A3 New RevisionGUID=AABF9F0D-F541-4F17-BE2D-18A57F52743A
Change component parameters: Designator = "R6" ("R6"); Footprint = "RESC1608X55X30LL15T15"; UniqueID = "\QTGPWKOY\UNSSUGIZ" ("\QTGPWKOY\UNSSUGIZ")
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Panasonic"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "ERJ3EKF2701V"; VariantName = "[No Variations]"
Added Component: Designator=C42(FP-GRM15-MFG)
Add component (AddParameter): Name = "Capacitance"; Value = "0.10µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71H471KA01-01A.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 0.1UF 16V X7R 0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.55mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC10050X219"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "GRM155R71C104KA88D"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "0402 0.1 uF 16V ±10 % Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/grm155r71c104ka88d-murata-196880"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "GRM15"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Standoff Height"; Value = "0mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.10µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "16Vdc"; VariantName = "[No Variations]"
