Removed Member From Class: ClassName=MOSFET_BANK_0 Member=R41_MOSFET_BANK_0
Removed Member From Class: ClassName=MOSFET_BANK_1 Member=R41_MOSFET_BANK_1
Removed Member From Class: ClassName=MOSFET_BANK_2 Member=R41_MOSFET_BANK_2
Removed Member From Class: ClassName=MOSFET_BANK_3 Member=R41_MOSFET_BANK_3
Change Component Comment : Designator=R19_MOSFET_BANK_0 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R19_MOSFET_BANK_1 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R19_MOSFET_BANK_2 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R19_MOSFET_BANK_3 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R20_MOSFET_BANK_0 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R20_MOSFET_BANK_1 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R20_MOSFET_BANK_2 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R20_MOSFET_BANK_3 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R21_MOSFET_BANK_0 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R21_MOSFET_BANK_1 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R21_MOSFET_BANK_2 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R21_MOSFET_BANK_3 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R22_MOSFET_BANK_0 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R22_MOSFET_BANK_1 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R22_MOSFET_BANK_2 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R22_MOSFET_BANK_3 Old Comment=1k New Comment=10k
Change Component Designator: OldDesignator=R13_MOSFET_BANK_0 NewDesignator=R14_MOSFET_BANK_0
Change Component Designator: OldDesignator=R13_MOSFET_BANK_1 NewDesignator=R14_MOSFET_BANK_1
Change Component Designator: OldDesignator=R13_MOSFET_BANK_2 NewDesignator=R14_MOSFET_BANK_2
Change Component Designator: OldDesignator=R13_MOSFET_BANK_3 NewDesignator=R14_MOSFET_BANK_3
Change Component Designator: OldDesignator=R14_MOSFET_BANK_0 NewDesignator=R15_MOSFET_BANK_0
Change Component Designator: OldDesignator=R14_MOSFET_BANK_1 NewDesignator=R15_MOSFET_BANK_1
Change Component Designator: OldDesignator=R14_MOSFET_BANK_2 NewDesignator=R15_MOSFET_BANK_2
Change Component Designator: OldDesignator=R14_MOSFET_BANK_3 NewDesignator=R15_MOSFET_BANK_3
Change Component Designator: OldDesignator=R15_MOSFET_BANK_0 NewDesignator=R16_MOSFET_BANK_0
Change Component Designator: OldDesignator=R15_MOSFET_BANK_1 NewDesignator=R16_MOSFET_BANK_1
Change Component Designator: OldDesignator=R15_MOSFET_BANK_2 NewDesignator=R16_MOSFET_BANK_2
Change Component Designator: OldDesignator=R15_MOSFET_BANK_3 NewDesignator=R16_MOSFET_BANK_3
Change Component Designator: OldDesignator=R16_MOSFET_BANK_0 NewDesignator=R17_MOSFET_BANK_0
Change Component Designator: OldDesignator=R16_MOSFET_BANK_1 NewDesignator=R17_MOSFET_BANK_1
Change Component Designator: OldDesignator=R16_MOSFET_BANK_2 NewDesignator=R17_MOSFET_BANK_2
Change Component Designator: OldDesignator=R16_MOSFET_BANK_3 NewDesignator=R17_MOSFET_BANK_3
Change Component Designator: OldDesignator=R17_MOSFET_BANK_0 NewDesignator=R18_MOSFET_BANK_0
Change Component Designator: OldDesignator=R17_MOSFET_BANK_1 NewDesignator=R18_MOSFET_BANK_1
